,c11,c12,c13,c14,c15,c16,c21,c22,c23,c24,c25,c26,c31,c32,c33,c34,c35,c36,c41,c42,c43,c44,c45,c46,c51,c52,c53,c54,c55,c56,c61,c62,c63,c64,c65,c66,element,potential,crystalstructure
251,254.052,123.117,123.117,-0.0,-0.0,-0.0,123.117,254.052,123.117,-0.0,-0.0,0.0,123.117,123.117,254.052,-0.0,-0.0,-0.0,0.0,0.0,-0.0,126.839,-0.0,0.0,0.0,0.0,-0.0,-0.0,126.839,0.0,0.0,-0.0,0.0,-0.0,-0.0,126.839,Fe,2018--Etesami-S-A-Asadi-E--Fe,bcc
252,255.318,155.802,155.802,0.0,0.0,0.0,155.802,255.318,155.802,0.0,0.0,0.0,155.802,155.802,255.318,0.0,0.0,0.0,0.0,0.0,-0.0,129.85,0.0,0.0,-0.0,0.0,-0.0,0.0,129.85,0.0,-0.0,-0.0,0.0,0.0,0.0,129.85,Ni,2018--Etesami-S-A-Asadi-E--Ni,fcc
253,55.574,45.411,45.411,0.0,0.0,0.0,45.411,55.574,45.411,0.0,0.0,0.0,45.411,45.411,55.574,0.0,0.0,0.0,0.0,0.0,-0.0,18.17,0.0,0.0,0.0,0.0,0.0,0.0,18.17,0.0,0.0,0.0,0.0,0.0,0.0,18.17,Pb,2018--Etesami-S-A-Baskes-M-I-Laradji-M-Asadi-E--Pb-Sn,fcc
254,24.899,24.899,24.899,-0.0,-0.0,-0.0,24.899,24.899,24.899,-0.0,-0.0,-0.0,24.899,24.899,24.899,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,24.898,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,24.898,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,24.898,Fe,2018--Farkas-D-Caro-A--Fe-Ni-Cr-Co-Cu,bcc
255,248.073,147.793,147.793,0.0,0.0,0.0,147.793,248.073,147.793,0.0,0.0,0.0,147.793,147.793,248.073,0.0,0.0,0.0,0.0,0.0,0.0,124.96,0.0,0.0,0.0,0.0,0.0,0.0,124.96,0.0,0.0,0.0,0.0,0.0,0.0,124.96,Ni,2018--Farkas-D-Caro-A--Fe-Ni-Cr-Co-Cu,fcc
256,172.896,172.326,172.326,0.0,0.0,-0.0,172.326,172.896,172.326,0.0,0.0,-0.0,172.326,172.326,172.896,0.0,0.0,0.0,-0.0,-0.0,-0.0,137.025,-0.0,0.0,-0.0,-0.0,-0.0,0.0,137.025,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,137.025,Cr,2018--Farkas-D-Caro-A--Fe-Ni-Cr-Co-Cu,bcc
257,367.33,156.323,120.451,0.0,-0.0,-0.0,183.592,340.062,120.451,0.0,0.0,-0.0,120.451,120.451,392.037,0.0,0.0,0.0,-0.0,0.0,-0.0,62.281,0.0,-0.0,0.0,0.0,0.0,-0.0,62.281,-0.0,0.0,-0.0,-0.0,-0.0,0.0,105.503,Co,2018--Farkas-D-Caro-A--Fe-Ni-Cr-Co-Cu,hcp
258,152.745,13.704,13.704,0.0,-0.0,-0.0,13.704,152.745,13.704,-0.0,0.0,-0.0,13.704,13.704,152.745,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,10.944,0.0,0.0,-0.0,-0.0,-0.0,0.0,10.944,-0.0,-0.0,-0.0,-0.0,0.0,0.0,10.944,Cu,2018--Farkas-D-Caro-A--Fe-Ni-Cr-Co-Cu,fcc
259,415.936,110.017,110.017,0.0,-0.0,-0.0,110.017,415.936,110.017,0.0,-0.0,0.0,110.017,110.017,415.936,0.0,-0.0,0.0,-0.0,-0.0,-0.0,105.092,0.0,-0.0,-0.0,-0.0,0.0,0.0,105.092,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,105.092,Cr,2018--Howells-C-A-Mishin-Y--Cr-Ni,bcc
260,-151696000.389,-219124001.261,-219124001.261,-133.342,-110.447,-34.915,-219124001.261,-151696000.389,-219124001.261,-38.68,-124.509,-37.142,-219124001.261,-219124001.261,-151696000.389,-61.835,-85.903,-31.006,-0.0,-0.0,-0.0,60673309.944,73.164,-17.3,-0.0,-0.0,-0.0,-60.914,60673248.941,-42.783,-0.0,-0.0,-0.0,-215.744,14.844,60673401.901,Ni,2018--Howells-C-A-Mishin-Y--Cr-Ni,fcc
261,80.143,19.999,18.25,0.0,-0.0,-0.0,31.639,68.504,18.25,-0.0,-0.0,0.0,18.25,18.25,69.678,-0.0,0.0,-0.0,0.0,-0.0,0.0,28.468,-0.0,-0.0,0.0,-0.0,0.0,-0.0,28.468,0.0,0.0,-0.0,0.0,-0.0,-0.0,30.072,Tb,2018--Mendelev-M-I-Zhang-F-Song-H-et-al--Tb,hcp
262,123.438,94.161,94.161,0.0,0.0,0.0,94.161,123.438,94.161,-0.0,0.0,-0.0,94.161,94.161,123.438,0.0,0.0,0.0,0.0,0.0,-0.0,47.103,0.0,-0.0,0.0,0.0,-0.0,-0.0,47.103,0.0,0.0,0.0,-0.0,-0.0,-0.0,47.103,Ag,2018--Pan-Z-Borovikov-V-Mendelev-M-I-Sansoz-F--Ag-Ni,fcc
263,247.016,147.295,147.295,0.0,-0.0,-0.0,147.295,247.016,147.295,-0.0,0.0,0.0,147.295,147.295,247.016,-0.0,0.0,0.0,0.0,0.0,0.0,122.773,0.0,0.0,0.0,0.0,0.0,0.0,122.773,0.0,0.0,0.0,0.0,-0.0,0.0,122.773,Ni,2018--Pan-Z-Borovikov-V-Mendelev-M-I-Sansoz-F--Ag-Ni,fcc
264,523.236,202.254,202.254,0.0,-0.0,0.0,202.254,523.236,202.254,0.0,0.0,0.0,202.254,202.254,523.236,0.0,-0.0,0.0,-0.0,-0.0,-0.0,160.951,0.0,0.0,-0.0,-0.0,-0.0,0.0,160.951,0.0,-0.0,-0.0,-0.0,0.0,0.0,160.951,W,2018--Setyawan-W-Gao-N-Kurtz-R-J--W-Re,bcc
